keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
habitat qualiti,habitat quality,774,0,NA,NA
total number,total number,774,0,NA,NA
cost effect,cost effectiveness,772,0,NA,NA
quercus,quercus,772,0,NA,NA
climat chang impact,climate change impacts,771,NA,NA,1
leach,leaching,771,NA,NA,1
nuclear magnet reson,nuclear magnetic resonance,771,0,NA,NA
speci exhibit,species exhibited,771,0,NA,NA
down regul,down regulation,770,0,NA,NA
rna,rna,770,0,NA,NA
select,selection,769,0,NA,NA
biosynthesi,biosynthesis,768,0,NA,NA
intern publish switzerland,international publishing switzerland,768,0,NA,NA
publish switzerland,publishing switzerland,768,0,NA,NA
springer intern publish switzerland,springer international publishing switzerland,768,0,NA,NA
alpin environ,alpine environment,767,0,NA,NA
increas water,increased water,767,NA,NA,1
oxygen function,oxygen functional,767,NA,1,NA
wheat breed,wheat breeding,767,0,NA,NA
herbivor,herbivore,766,0,NA,NA
phylogenet divers,phylogenetic diversity,766,0,NA,NA
remain larg,remains largely,766,0,NA,NA
sampl,sampling,766,0,NA,NA
time higher,times higher,766,0,NA,NA
urban popul,urban population,766,NA,NA,1
wheat product,wheat production,766,NA,1,NA
sulfur compound,sulfur compounds,765,0,NA,NA
temperatur toler,temperature tolerance,765,NA,1,NA
experiment biolog,experimental biology,763,0,NA,NA
major threat,major threat,763,0,NA,NA
osmot stress,osmotic stress,763,NA,1,NA
physiolog paramet,physiological parameters,763,NA,1,NA
express profil,expression profiles,762,0,NA,NA
mutat,mutation,761,NA,1,NA
import compon,important component,760,0,NA,NA
populus,populus,760,0,NA,NA
pigment,pigment,759,0,NA,NA
biosorpt,biosorption,758,NA,1,NA
mediterranean sea,mediterranean sea,758,0,NA,NA
phenol compound,phenolic compounds,758,NA,1,NA
signific associ,significant association,758,0,NA,NA
sodium chlorid,sodium chloride,758,NA,1,NA
industri wast,industrial waste,757,NA,NA,1
osmot potenti,osmotic potential,757,0,NA,NA
seawat,seawater,757,0,NA,NA
improv plant,improve plant,756,0,NA,NA
increas plant,increased plant,756,0,NA,NA
vertebrata,vertebrata,756,0,NA,NA
bind site,binding sites,755,0,NA,NA
growth paramet,growth parameters,755,NA,1,NA
physiolog mechan,physiological mechanisms,755,0,NA,NA
water condit,water conditions,755,NA,NA,1
parasit,parasite,754,0,NA,NA
control treatment,control treatment,753,0,NA,NA
contact angl,contact angle,751,0,NA,NA
metal contamin,metal contamination,751,NA,NA,1
moistur,moisture,751,NA,NA,1
anim cell,animal cell,750,NA,1,NA
livestock farm,livestock farming,750,NA,NA,1
seed dispers,seed dispersal,750,NA,1,NA
studi speci,studied species,750,0,NA,NA
environment manag,environmental management,749,0,NA,NA
genet varianc,genetic variance,749,NA,1,NA
invas alien,invasive alien,749,NA,NA,1
microsatellit marker,microsatellite markers,749,0,NA,NA
consecut year,consecutive years,748,0,NA,NA
geographi,geography,748,0,NA,NA
moth,moth,748,0,NA,NA
signific greater,significantly greater,748,0,NA,NA
fragment,fragmentation,747,NA,NA,1
evolutionari process,evolutionary processes,746,0,NA,NA
molecular structur,molecular structure,745,0,NA,NA
popul level,population level,745,0,NA,NA
studi evalu,study evaluated,745,0,NA,NA
marin pollut,marine pollution,744,NA,NA,1
studi site,study sites,744,0,NA,NA
organ contamin,organic contaminants,743,NA,NA,1
predict model,predictive models,743,0,NA,NA
water limit,water limitation,743,NA,NA,1
forest fire,forest fire,742,NA,NA,1
yield stabil,yield stability,742,NA,1,NA
antibiot,antibiotics,741,NA,NA,1
aquat plant,aquatic plant,741,0,NA,NA
nich,niche,741,0,NA,NA
scienc societi,science society,741,0,NA,NA
machin learn,machine learning,739,0,NA,NA
bos,bos,738,0,NA,NA
membran,membrane,738,0,NA,NA
shade toler,shade tolerance,737,NA,1,NA
seedl establish,seedling establishment,736,NA,1,NA
exhibit higher,exhibited higher,735,0,NA,NA
food chain,food chain,735,0,NA,NA
interspecif hybrid,interspecific hybridization,735,0,NA,NA
potenti effect,potential effects,735,0,NA,NA
biomonitor,biomonitoring,734,0,NA,NA
electrostat attract,electrostatic attraction,734,0,NA,NA
sequenc repeat,sequence repeat,734,0,NA,NA
element composit,elemental composition,733,NA,1,NA
interspecif variat,interspecific variation,733,0,NA,NA
phytohormon,phytohormone,732,NA,1,NA
water level,water levels,731,NA,NA,1
control plant,control plants,730,0,NA,NA
stabil,stability,730,0,NA,NA
data set,data set,729,0,NA,NA
signific chang,significant change,729,0,NA,NA
macrophyt,macrophyte,728,0,NA,NA
secondari forest,secondary forest,728,0,NA,NA
coniferophyta,coniferophyta,727,0,NA,NA
plant tissu,plant tissue,726,NA,1,NA
theoret model,theoretical model,726,0,NA,NA
current knowledg,current knowledge,725,0,NA,NA
extrem drought,extreme drought,725,NA,NA,1
trait respons,trait responses,725,NA,1,NA
amphibian,amphibian,724,0,NA,NA
invas popul,invasive populations,724,NA,NA,1
oxygen function group,oxygen functional groups,724,NA,1,NA
salin stress,salinity stress,724,NA,NA,1
chemic interact,chemical interaction,722,0,NA,NA
extract,extraction,722,0,NA,NA
human tissu,human tissue,722,NA,1,NA
local scale,local scale,722,0,NA,NA
polyethylen,polyethylene,722,0,NA,NA
rna sequenc,rna sequence,722,0,NA,NA
sludg,sludge,722,0,NA,NA
stomat densiti,stomatal density,722,NA,1,NA
analyt method,analytic method,721,0,NA,NA
bodi weight,body weight,721,NA,1,NA
escherichia coli,escherichia coli,721,0,NA,NA
express pattern,expression patterns,721,0,NA,NA
function guild,functional guilds,720,NA,1,NA
behavior trait,behavioral traits,719,NA,1,NA
negat relationship,negative relationship,719,0,NA,NA
recent develop,recent developments,719,0,NA,NA
biotechnolog,biotechnology,718,0,NA,NA
extracellular polymer substanc,extracellular polymeric substances,718,0,NA,NA
human impact,human impacts,718,NA,NA,1
trait measur,traits measured,717,NA,1,NA
environment risk,environmental risk,716,NA,NA,1
parasitolog,parasitology,716,0,NA,NA
polysaccharid,polysaccharide,716,0,NA,NA
convent breed,conventional breeding,715,0,NA,NA
fabacea,fabaceae,715,0,NA,NA
grain qualiti,grain quality,715,NA,1,NA
light avail,light availability,715,NA,NA,1
natur resourc,natural resources,715,0,NA,NA
summer drought,summer drought,715,NA,NA,1
aquat speci,aquatic species,714,0,NA,NA
laboratori experi,laboratory experiments,714,0,NA,NA
soil microflora,soil microflora,714,0,NA,NA
chemic compound,chemical compound,713,NA,?,?
pseudo-second-ord kinet,pseudo-second-order kinetic,713,0,NA,NA
complex,complexation,711,0,NA,NA
measur trait,measured traits,711,NA,1,NA
osmot adjust,osmotic adjustment,711,0,NA,NA
resourc alloc,resource allocation,711,0,NA,NA
temper environ,temperate environment,711,0,NA,NA
biolog marker,biological marker,710,0,NA,NA
symbiosi,symbiosis,710,0,NA,NA
element analysi,elemental analysis,708,0,NA,NA
found signific,found significant,708,0,NA,NA
insecticid,insecticide,708,NA,NA,1
rainfal,rainfall,708,NA,NA,1
recent decad,recent decades,708,0,NA,NA
temperatur stress,temperature stress,708,NA,NA,1
behaviour trait,behavioural traits,707,NA,1,NA
global scale,global scale,707,0,NA,NA
negat relat,negatively related,707,0,NA,NA
stress treatment,stress treatments,707,0,NA,NA
trophic interact,trophic interactions,707,0,NA,NA
virul factor,virulence factors,707,NA,?,NA
biolog process,biological processes,706,0,NA,NA
"selection, genet","selection, genetic",706,0,NA,NA
drought adapt,drought adaptation,705,NA,1,NA
scienc publish,science publishers,705,0,NA,NA
treatment plant,treatment plants,704,0,NA,NA
fisheri,fisheries,703,0,NA,NA
genotyp variat,genotypic variation,703,NA,1,NA
grass speci,grass species,703,0,NA,NA
activ site,active sites,702,0,NA,NA
genet linkag,genetic linkage,701,0,NA,NA
plantat forestri,plantation forestry,700,0,NA,NA
soil acid,soil acidity,700,NA,NA,1
soil amend,soil amendment,700,NA,NA,1
specif leaf area,specific leaf area,699,NA,1,NA
studi provid,study provided,699,0,NA,NA
linkag group,linkage groups,698,0,NA,NA
speci assemblag,species assemblages,698,0,NA,NA
surfac morpholog,surface morphology,698,0,NA,NA
longev,longevity,697,NA,1,NA
nativ popul,native populations,696,0,NA,NA
environment driver,environmental drivers,695,NA,NA,1
logist regress,logistic regression,695,0,NA,NA
redund analysi,redundancy analysis,695,0,NA,NA
hydrophil,hydrophilicity,694,NA,1,NA
elsevi masson,elsevier masson,693,0,NA,NA
environment problem,environmental problems,693,NA,NA,1
genom select,genomic selection,693,0,NA,NA
eucalyptus,eucalyptus,692,0,NA,NA
polymer substanc,polymeric substances,692,0,NA,NA
recombin inbr line,recombinant inbred lines,692,0,NA,NA
alkalin,alkalinity,691,0,NA,NA
drought event,drought events,691,NA,NA,1
evolutionari adapt,evolutionary adaptation,691,0,NA,NA
higher valu,higher values,691,0,NA,NA
mercuri,mercury,691,0,NA,NA
heat toler,heat tolerance,690,NA,1,NA
resourc acquisit,resource acquisition,690,NA,1,NA
breed popul,breeding population,689,NA,1,NA
extrem climat,extreme climatic,689,NA,NA,1
macroinvertebr communiti,macroinvertebrate communities,688,0,NA,NA
magnet reson,magnetic resonance,688,0,NA,NA
biolog materi,biological materials,687,0,NA,NA
diatom,diatom,687,0,NA,NA
mediterranean climat,mediterranean climate,687,0,NA,NA
africa,africa,686,0,NA,NA
increas yield,increased yield,686,NA,1,NA
toxic effect,toxic effects,686,NA,NA,1
conserv biolog,conservation biology,685,0,NA,NA
earli growth,early growth,684,NA,1,NA
linear mix,linear mixed,684,0,NA,NA
rapid evolut,rapid evolution,684,0,NA,NA
soil analysi,soil analysis,684,0,NA,NA
forag,forage,683,0,NA,NA
bio char,bio chars,682,0,NA,NA
major challeng,major challenge,682,0,NA,NA
absorpt,absorption,681,NA,1,NA
vari signific,varied significantly,681,0,NA,NA
invas plant speci,invasive plant species,680,NA,NA,1
pyrolysi temperatur,pyrolysis temperature,680,NA,NA,1
amphibia,amphibia,679,0,NA,NA
new zealand,new zealand,679,0,NA,NA
porous structur,porous structure,679,0,NA,NA
genet differ,genetic differences,678,NA,1,NA
introduc rang,introduced range,677,0,NA,NA
person,personality,677,NA,1,NA
solut,solutions,677,0,NA,NA
carbon content,carbon content,676,NA,1,NA
experi show,experiments showed,675,0,NA,NA
revers addition-fragment,reversible addition-fragmentation,675,0,NA,NA
model system,model system,674,0,NA,NA
reproduct output,reproductive output,674,NA,1,NA
invas process,invasion process,673,NA,NA,1
termin drought,terminal drought,673,NA,NA,1
water conserv,water conservation,673,0,NA,NA
estuari,estuary,672,NA,NA,NA
zooplankton,zooplankton,672,0,NA,NA
agricultur soil,agricultural soils,671,NA,NA,1
amid,amides,671,NA,1,NA
chemic activ,chemical activation,671,NA,1,NA
high perform liquid chromatographi,high performance liquid chromatography,671,0,NA,NA
initi concentr,initial concentration,670,0,NA,NA
natur ecosystem,natural ecosystems,670,0,NA,NA
total phenol,total phenolic,670,NA,1,NA
assess method,assessment method,669,0,NA,NA
crystal structur,crystal structure,669,0,NA,NA
stream,stream,669,0,NA,NA
chang environment,changing environmental,668,NA,NA,1
hypothesi test,hypothesis testing,668,0,NA,NA
anim behavior,animal behavior,667,NA,1,NA
forest speci,forest species,667,0,NA,NA
bioavail,bioavailability,665,0,NA,NA
provid valuabl,provide valuable,665,0,NA,NA
select criteria,selection criteria,665,0,NA,NA
chromosom,chromosome,664,NA,1,NA
litter decomposit,litter decomposition,664,NA,1,NA
coastal zone,coastal zone,663,0,NA,NA
futur prospect,future prospect,663,0,NA,NA
pore size,pore size,663,0,NA,NA
dissolv oxygen,dissolved oxygen,662,NA,1,?
structur analysi,structure analysis,662,0,NA,NA
tumor invas,tumor invasion,662,0,NA,NA
child,child,661,0,NA,NA
hydrogen,hydrogen,661,0,NA,NA
irrig regim,irrigation regimes,661,NA,NA,1
metabol pathway,metabolic pathways,661,NA,1,NA
recoveri,recovery,661,0,NA,NA
"genome, plant","genome, plant",660,0,NA,NA
plant growth-promot,plant growth-promoting,660,0,NA,NA
sampl collect,samples collected,660,0,NA,NA
trait differ,trait differences,660,NA,1,NA
high throughput sequenc,high throughput sequencing,659,0,NA,NA
hydrocarbon,hydrocarbons,659,NA,NA,1
compar analysi,comparative analysis,658,0,NA,NA
decis make,decision making,658,0,NA,NA
environment stressor,environmental stressors,658,NA,NA,1
prolin,proline,658,0,NA,NA
resist gene,resistance genes,658,NA,1,NA
synthesi (chemical),synthesis (chemical),658,0,NA,NA
altitud,altitude,656,0,NA,NA
function redund,functional redundancy,656,NA,1,NA
annual temperatur,annual temperature,655,NA,NA,1
carotenoid,carotenoid,655,0,NA,NA
gene relat,genes related,655,0,NA,NA
improv yield,improve yield,655,NA,1,NA
iron compound,iron compounds,655,NA,NA,1
biochem composit,biochemical composition,654,NA,1,NA
divers indic,diversity indices,654,0,NA,NA
herit estim,heritability estimates,654,0,NA,NA
light,light,654,NA,NA,1
drought stress toler,drought stress tolerance,653,NA,1,NA
express gene,expressed genes,653,NA,1,NA
geograph region,geographic regions,653,0,NA,NA
acid,acidity,652,NA,NA,1
life-histori strategi,life-history strategies,652,NA,1,NA
magnoliophyta,magnoliophyta,652,0,NA,NA
iron oxid,iron oxides,651,0,NA,NA
speci rang,species range,651,0,NA,NA
water shortag,water shortage,651,NA,NA,1
chemic pollut,chemical pollutant,650,NA,NA,1
climat scenario,climate scenarios,650,NA,NA,1
vapor pressur,vapor pressure,650,0,NA,NA
elsevi scienc,elsevier science,649,0,NA,NA
extinct,extinction,649,0,NA,NA
ultraviolet radiat,ultraviolet radiation,649,NA,NA,1
water transport,water transport,649,NA,1,NA
local extinct,local extinction,648,0,NA,NA
plant speci rich,plant species richness,648,0,NA,NA
microbiota,microbiota,647,0,NA,NA
gossypium hirsutum,gossypium hirsutum,646,0,NA,NA
multipl stressor,multiple stressors,646,NA,NA,1
biolog,biology,645,0,NA,NA
chlorophyl a,chlorophyll a,645,NA,1,NA
"genetics, popul","genetics, population",645,0,NA,NA
leaf trait,leaf traits,645,NA,1,NA
rainforest,rainforest,645,0,NA,NA
veget index,vegetation index,645,0,NA,NA
spatial analysi,spatial analysis,644,0,NA,NA
success invas,successful invasion,644,0,NA,NA
coastal water,coastal waters,643,0,NA,NA
genet distanc,genetic distance,643,NA,1,NA
moistur stress,moisture stress,643,NA,NA,1
signific interact,significant interaction,643,0,NA,NA
broad rang,broad range,642,NA,1,NA
invas potenti,invasive potential,642,NA,1,NA
polypropylen,polypropylenes,642,0,NA,NA
temperatur sensit,temperature sensitivity,642,NA,1,NA
mechan involv,mechanisms involved,640,0,NA,NA
metal nanoparticl,metal nanoparticles,640,NA,NA,1
phenol deriv,phenol derivative,640,NA,NA,1
research institut,research institute,640,0,NA,NA
algorithm,algorithm,639,0,NA,NA
plant-herbivor interact,plant-herbivore interaction,639,0,NA,NA
pressur deficit,pressure deficit,639,0,NA,NA
quantum yield,quantum yield,639,0,NA,NA
associ map,association mapping,638,0,NA,NA
solid wast,solid waste,638,NA,NA,1
tracheophyta,tracheophyta,638,0,NA,NA
microflora,microflora,637,0,NA,NA
wastewat treatment plant,wastewater treatment plants,637,0,NA,NA
catalas,catalase,636,0,NA,NA
deficit condit,deficit conditions,636,NA,NA,1
increas number,increasing number,635,0,NA,NA
persist,persistence,635,NA,1,NA
physiolog characterist,physiological characteristics,635,NA,1,NA
plant materi,plant material,634,0,NA,NA
addition-fragment chain,addition-fragmentation chain,633,0,NA,NA
arbuscular mycorrhiz fungi,arbuscular mycorrhizal fungi,633,0,NA,NA
"cell line, tumor","cell line, tumor",632,0,NA,NA
nutrit qualiti,nutritional quality,632,NA,1,NA
phylogenet analysi,phylogenetic analysis,632,0,NA,NA
phytoplankton communiti,phytoplankton community,632,0,NA,NA
genet effect,genetic effects,631,0,NA,NA
japan,japan,631,0,NA,NA
mediterranean basin,mediterranean basin,631,0,NA,NA
surfac charg,surface charge,631,0,NA,NA
theoret basi,theoretical basis,631,0,NA,NA
antineoplast agent,antineoplastic agent,629,0,NA,NA
biom central,biomed central,629,0,NA,NA
individu plant,individual plants,629,0,NA,NA
resili,resilience,628,NA,1,NA
addition-fragment chain transfer,addition-fragmentation chain transfer,627,0,NA,NA
adsorpt behavior,adsorption behavior,627,NA,1,NA
differenti respons,differential responses,626,0,NA,NA
fragment landscap,fragmented landscapes,626,NA,NA,1
higher proport,higher proportion,626,0,NA,NA
random forest,random forest,626,0,NA,NA
carbon storag,carbon storage,625,NA,1,NA
multipl trait,multiple traits,625,NA,1,NA
natur forest,natural forest,625,0,NA,NA
yield loss,yield losses,625,NA,1,NA
adsorpt experi,adsorption experiments,624,0,NA,NA
atlant forest,atlantic forest,624,0,NA,NA
simpl sequenc,simple sequence,624,0,NA,NA
network analysi,network analysis,623,0,NA,NA
higher concentr,higher concentrations,622,0,NA,NA
pine,pine,622,0,NA,NA
speci respond,species respond,621,0,NA,NA
abiot condit,abiotic conditions,620,NA,NA,1
high effici,highly efficient,619,0,NA,NA
morpho-physiolog trait,morpho-physiological traits,619,NA,1,NA
langmuir isotherm model,langmuir isotherm model,618,0,NA,NA
sea water,sea water,618,0,NA,NA
urban landscap,urban landscapes,618,NA,NA,1
canopi,canopy,617,0,NA,NA
ground water,ground water,617,0,NA,NA
host-parasit interact,host-parasite interactions,617,0,NA,NA
water scarciti,water scarcity,617,NA,NA,1
disturb regim,disturbance regimes,616,NA,NA,1
interspecif interact,interspecific interaction,616,0,NA,NA
irrig system,irrigation system,616,NA,NA,1
metal concentr,metal concentrations,616,NA,NA,1
plant communiti composit,plant community composition,616,0,NA,NA
psycholog,psychology,616,0,NA,NA
studi period,study period,616,0,NA,NA
time,time,616,0,NA,NA
agricultur ecosystem,agricultural ecosystem,615,NA,NA,1
arthropoda,arthropoda,614,0,NA,NA
coal,coal,614,NA,NA,1
forag behavior,foraging behavior,614,NA,1,NA
hordeum vulgar,hordeum vulgare,614,0,NA,NA
stress factor,stress factors,614,0,NA,NA
composit,composite,613,0,NA,NA
function ecolog,functional ecology,613,NA,1,NA
sulfat,sulfate,613,0,NA,NA
total chlorophyl,total chlorophyll,613,NA,1,NA
breast height,breast height,612,0,NA,NA
field survey,field surveys,612,0,NA,NA
formicida,formicidae,612,0,NA,NA
photosynthet activ,photosynthetic activity,612,NA,1,NA
abscis acid,abscisic acid,611,NA,1,NA
"adaptation, biolog","adaptation, biological",611,0,NA,NA
ecolog import,ecologically important,611,0,NA,NA
global environment,global environmental,611,0,NA,NA
integr approach,integrated approach,611,0,NA,NA
genom edit,genome editing,609,0,NA,NA
salt stress,salt stress,609,NA,NA,1
annual precipit,annual precipitation,608,NA,NA,1
brassica napus,brassica napus,608,0,NA,NA
reproduct biolog,reproductive biology,608,NA,1,NA
carbon sourc,carbon source,607,0,NA,NA
effici remov,efficient removal,607,0,NA,NA
toler index,tolerance index,607,NA,1,NA
trait divers,trait diversity,607,NA,1,NA
recycl,recycling,606,0,NA,NA
surfac temperatur,surface temperature,606,NA,NA,1
breast cancer,breast cancer,605,NA,1,NA
fourier-transform infrar,fourier-transform infrared,605,0,NA,NA
qtl,qtl,605,0,NA,NA
thermogravimetri,thermogravimetry,605,0,NA,NA
comput simul,computer simulation,604,0,NA,NA
crop plant,crop plant,604,0,NA,NA
free radic,free radicals,604,0,NA,NA
plant adapt,plant adaptation,604,0,NA,NA
antioxid enzym activ,antioxidant enzyme activities,603,NA,1,NA
anxieti,anxiety,603,NA,1,NA
biolog publish,biology published,603,0,NA,NA
water stress condit,water stress conditions,603,NA,NA,1
weather condit,weather conditions,603,NA,NA,1
addit genet,additive genetic,602,0,NA,NA
matern effect,maternal effects,602,0,NA,NA
photosynthet trait,photosynthetic traits,602,NA,1,NA
practic applic,practical application,602,0,NA,NA
air temperatur,air temperature,601,NA,NA,1
leaf morpholog,leaf morphology,601,NA,1,NA
extinct risk,extinction risk,600,0,NA,NA
pseudo-second-ord kinet model,pseudo-second-order kinetic model,600,0,NA,NA
revers addition-fragment chain transfer,reversible addition-fragmentation chain transfer,600,0,NA,NA
stand structur,stand structure,600,0,NA,NA
sub-saharan africa,sub-saharan africa,600,0,NA,NA
canopi temperatur,canopy temperature,599,NA,NA,1
infecti diseas,infectious diseases,599,NA,1,NA
agricultur system,agricultural systems,598,NA,NA,1
differenti express gene,differentially expressed genes,598,0,NA,NA
hordeum,hordeum,598,0,NA,NA
cell migrat,cell migration,597,0,NA,NA
chang environment condit,changing environmental conditions,597,NA,NA,1
combin abil,combining ability,597,0,NA,NA
shrub speci,shrub species,597,0,NA,NA
speci occur,species occurring,597,0,NA,NA
forest tree,forest trees,596,0,NA,NA
plant yield,plant yield,596,NA,1,NA
random block,randomized block,596,0,NA,NA
groundwat pollut,groundwater pollution,595,NA,NA,1
license biom,licensee biomed,595,0,NA,NA
license biom central,licensee biomed central,595,0,NA,NA
ongo climat,ongoing climate,595,NA,NA,1
enhanc drought,enhanced drought,594,NA,NA,1
forest stand,forest stands,594,0,NA,NA
function structur,functional structure,594,NA,1,NA
reduc water,reduced water,594,NA,NA,1
genotyp differ,genotypic differences,592,NA,1,NA
lepidoptera,lepidoptera,592,0,NA,NA
microbi communiti structur,microbial community structure,592,0,NA,NA
pacif ocean,pacific ocean,592,0,NA,NA
anthozoa,anthozoa,591,0,NA,NA
bovin,bovine,591,NA,NA,1
chemic industri,chemical industry,590,NA,NA,1
multipl regress,multiple regression,590,0,NA,NA
revers addition-fragment chain,reversible addition-fragmentation chain,590,0,NA,NA
arbuscular mycorrhiza,arbuscular mycorrhiza,589,0,NA,NA
experiment condit,experimental conditions,589,0,NA,NA
futur breed,future breeding,589,0,NA,NA
microbi function,microbial functional,588,NA,1,NA
natur singapor,nature singapore,588,0,NA,NA
plant breeder,plant breeders,588,0,NA,NA
soil carbon,soil carbon,588,NA,1,?
springer natur singapor,springer nature singapore,588,0,NA,NA
sulfur,sulfur,588,NA,NA,1
conserv effort,conservation efforts,587,0,NA,NA
drought suscept,drought susceptibility,587,NA,1,NA
"genes, plant","genes, plant",587,NA,1,NA
genet polymorph,genetic polymorphism,587,NA,1,NA
solar radiat,solar radiation,587,NA,NA,1
dri matter,dry matter,586,NA,1,NA
growth chamber,growth chamber,586,0,NA,NA
molecular level,molecular level,586,0,NA,NA
physic properti,physical properties,586,NA,1,NA
reusabl,reusability,586,0,NA,NA
analys show,analyses showed,585,0,NA,NA
chromium compound,chromium compounds,585,0,NA,NA
model show,model showed,584,0,NA,NA
phytologist trust,phytologist trust,584,0,NA,NA
empir evid,empirical evidence,583,0,NA,NA
ascorb peroxidas,ascorbate peroxidase,582,0,NA,NA
ecolog condit,ecological conditions,582,0,NA,NA
exclus licens,exclusive license,582,0,NA,NA
habitat prefer,habitat preferences,582,NA,1,NA
herbac speci,herbaceous species,582,0,NA,NA
winter,winter,582,NA,NA,1
associ analysi,association analysis,581,0,NA,NA
bacteri protein,bacterial protein,581,0,NA,NA
chemic oxygen demand,chemical oxygen demand,581,0,NA,NA
direct select,directional selection,581,0,NA,NA
greenhous condit,greenhouse conditions,581,0,NA,NA
grow condit,growing conditions,581,0,NA,NA
microplast pollut,microplastic pollution,581,NA,NA,1
grassland ecosystem,grassland ecosystems,580,0,NA,NA
plant defens,plant defense,580,NA,1,NA
bioinformat,bioinformatics,579,0,NA,NA
breed season,breeding season,579,NA,1,NA
electron transfer,electron transfer,579,0,NA,NA
find demonstr,findings demonstrate,578,0,NA,NA
mice,mice,578,0,NA,NA
random design,randomized design,578,0,NA,NA
soil nitrogen,soil nitrogen,578,NA,1,?
arid region,arid region,577,NA,NA,1
thermal stress,thermal stress,577,NA,1,NA
grain (agricultur product),grain (agricultural product),576,NA,1,NA
nutrient enrich,nutrient enrichment,576,NA,NA,1
nutrit valu,nutritional value,576,NA,1,NA
reveal signific,revealed significant,576,0,NA,NA
adapt mechan,adaptive mechanisms,575,0,NA,NA
fulvic acid,fulvic acid,575,NA,1,NA
raini season,rainy season,575,NA,NA,1
aerosol,aerosol,574,NA,NA,1
cyanobacterium,cyanobacterium,574,0,NA,NA
isotop,isotopes,574,0,NA,NA
light intens,light intensity,574,NA,NA,1
accur predict,accurately predict,573,0,NA,NA
conceptu framework,conceptual framework,573,0,NA,NA
greenhous gase,greenhouse gases,573,0,NA,NA
major constraint,major constraint,573,NA,NA,NA
metabol rate,metabolic rates,573,NA,1,NA
optim,optimization,573,0,NA,NA
sewag sludg,sewage sludge,573,NA,NA,1
yield reduct,yield reduction,573,NA,1,NA
above-ground biomass,above-ground biomass,572,NA,1,NA
nutrient limit,nutrient limitation,572,NA,NA,1
trait influenc,traits influence,572,NA,1,NA
water deficit condit,water deficit conditions,572,NA,1,NA
growth period,growth period,571,NA,1,NA
temper region,temperate regions,571,0,NA,NA
antiinfect agent,antiinfective agent,570,0,NA,NA
ecolog publish,ecology published,570,0,NA,NA
genotype-environ interact,genotype-environment interaction,570,0,NA,NA
phenotyp varianc,phenotypic variance,570,NA,1,NA
yield-rel trait,yield-related traits,570,NA,1,NA
cambridg univers,cambridge university,569,0,NA,NA
cambridg univers press,cambridge university press,569,0,NA,NA
dna fragment,dna fragmentation,569,NA,1,NA
salin toler,salinity tolerance,569,NA,1,NA
threaten speci,threatened species,569,0,NA,NA
local popul,local populations,568,0,NA,NA
total organ carbon,total organic carbon,568,NA,1,NA
annual plant,annual plant,567,0,NA,NA
canopi cover,canopy cover,567,NA,NA,1
germin percentag,germination percentage,567,NA,1,NA
relat humid,relative humidity,567,NA,NA,1
remain unknown,remains unknown,567,0,NA,NA
shoot biomass,shoot biomass,567,NA,1,NA
soil conserv,soil conservation,567,0,NA,NA
trait studi,traits studied,567,NA,1,NA
cyanobacteria,cyanobacteria,566,0,NA,NA
ecophysiolog trait,ecophysiological traits,566,NA,1,NA
hydroxyl radic,hydroxyl radical,566,0,NA,NA
lower temperatur,lower temperatures,566,NA,NA,1
phenolog trait,phenological traits,566,NA,1,NA
surfac modif,surface modification,566,NA,NA,1
complet random design,completely randomized design,565,0,NA,NA
geolog sediment,geologic sediments,565,0,NA,NA
long-term effect,long-term effects,565,0,NA,NA
plant extract,plant extract,565,0,NA,NA
recruit (popul dynamics),recruitment (population dynamics),565,NA,1,NA
affect speci,affect species,564,0,NA,NA
high correl,highly correlated,564,0,NA,NA
cation exchang,cation exchange,563,0,NA,NA
gene map,gene mapping,563,0,NA,NA
general linear model,generalized linear models,563,0,NA,NA
linkag disequilibrium,linkage disequilibrium,563,0,NA,NA
biomass yield,biomass yield,562,NA,1,NA
embryophyta,embryophyta,562,0,NA,NA
fli,fly,562,0,NA,NA
low temperatur,low temperature,562,NA,NA,1
metastasi,metastasis,562,0,NA,NA
sexual reproduct,sexual reproduction,562,NA,1,NA
stress level,stress levels,562,NA,NA,1
ecosystem manag,ecosystem management,561,0,NA,NA
influenc plant,influence plant,561,0,NA,NA
toler mechan,tolerance mechanisms,561,0,NA,NA
pitfal trap,pitfall traps,560,0,NA,NA
signific alter,significantly altered,560,0,NA,NA
speci extinct,species extinction,560,0,NA,NA
landscap structur,landscape structure,559,NA,NA,1
mechanist understand,mechanistic understanding,559,0,NA,NA
molecular evolut,molecular evolution,559,0,NA,NA
water sourc,water sources,559,NA,NA,1
bivalv,bivalve,558,0,NA,NA
individu trait,individual traits,558,NA,1,NA
"models, theoret","models, theoretical",558,0,NA,NA
sampl site,sampling sites,557,0,NA,NA
studi report,study reports,557,0,NA,NA
aquat system,aquatic systems,556,0,NA,NA
high sensit,highly sensitive,556,0,NA,NA
isotop composit,isotope composition,555,0,NA,NA
chang biolog,change biology,554,0,NA,NA
genom analysi,genome analysis,554,0,NA,NA
habitat select,habitat selection,554,0,NA,NA
mollusc,molluscs,554,0,NA,NA
natur variat,natural variation,554,0,NA,NA
provid import,provide important,554,0,NA,NA
northern china,northern china,553,0,NA,NA
seedl emerg,seedling emergence,553,NA,1,NA
increas import,increasingly important,552,0,NA,NA
