keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
function redund,functional redundancy,656,,1,
annual temperatur,annual temperature,655,,,1
carotenoid,carotenoid,655,0,,
gene relat,genes related,655,0,,
improv yield,improve yield,655,,1,
iron compound,iron compounds,655,,,1
biochem composit,biochemical composition,654,,1,
divers indic,diversity indices,654,0,,
herit estim,heritability estimates,654,0,,
light,light,654,,,1
drought stress toler,drought stress tolerance,653,,1,
express gene,expressed genes,653,,1,
geograph region,geographic regions,653,0,,
acid,acidity,652,,,1
life-histori strategi,life-history strategies,652,,1,
magnoliophyta,magnoliophyta,652,0,,
iron oxid,iron oxides,651,0,,
speci rang,species range,651,0,,
water shortag,water shortage,651,,,1
chemic pollut,chemical pollutant,650,,,1
climat scenario,climate scenarios,650,,,1
vapor pressur,vapor pressure,650,0,,
elsevi scienc,elsevier science,649,0,,
extinct,extinction,649,0,,
ultraviolet radiat,ultraviolet radiation,649,,,1
water transport,water transport,649,,1,
local extinct,local extinction,648,0,,
plant speci rich,plant species richness,648,0,,
microbiota,microbiota,647,0,,
gossypium hirsutum,gossypium hirsutum,646,0,,
multipl stressor,multiple stressors,646,,,1
biolog,biology,645,0,,
chlorophyl a,chlorophyll a,645,,1,
"genetics, popul","genetics, population",645,0,,
leaf trait,leaf traits,645,,1,
rainforest,rainforest,645,0,,
veget index,vegetation index,645,0,,
spatial analysi,spatial analysis,644,0,,
success invas,successful invasion,644,0,,
coastal water,coastal waters,643,0,,
genet distanc,genetic distance,643,,1,
moistur stress,moisture stress,643,,,1
signific interact,significant interaction,643,0,,
broad rang,broad range,642,,1,
invas potenti,invasive potential,642,,1,
polypropylen,polypropylenes,642,0,,
temperatur sensit,temperature sensitivity,642,,1,
mechan involv,mechanisms involved,640,0,,
metal nanoparticl,metal nanoparticles,640,,,1
phenol deriv,phenol derivative,640,,,1
research institut,research institute,640,0,,
algorithm,algorithm,639,0,,
plant-herbivor interact,plant-herbivore interaction,639,0,,
pressur deficit,pressure deficit,639,0,,
quantum yield,quantum yield,639,0,,
associ map,association mapping,638,0,,
solid wast,solid waste,638,,,1
tracheophyta,tracheophyta,638,0,,
microflora,microflora,637,0,,
wastewat treatment plant,wastewater treatment plants,637,0,,
catalas,catalase,636,0,,
deficit condit,deficit conditions,636,,,1
increas number,increasing number,635,0,,
persist,persistence,635,,1,
physiolog characterist,physiological characteristics,635,,1,
plant materi,plant material,634,0,,
addition-fragment chain,addition-fragmentation chain,633,0,,
arbuscular mycorrhiz fungi,arbuscular mycorrhizal fungi,633,0,,
"cell line, tumor","cell line, tumor",632,0,,
nutrit qualiti,nutritional quality,632,,1,
phylogenet analysi,phylogenetic analysis,632,0,,
phytoplankton communiti,phytoplankton community,632,0,,
genet effect,genetic effects,631,0,,
japan,japan,631,0,,
mediterranean basin,mediterranean basin,631,0,,
surfac charg,surface charge,631,0,,
theoret basi,theoretical basis,631,0,,
antineoplast agent,antineoplastic agent,629,0,,
biom central,biomed central,629,0,,
individu plant,individual plants,629,0,,
resili,resilience,628,,1,
addition-fragment chain transfer,addition-fragmentation chain transfer,627,0,,
adsorpt behavior,adsorption behavior,627,,1,
differenti respons,differential responses,626,0,,
fragment landscap,fragmented landscapes,626,,,1
higher proport,higher proportion,626,0,,
random forest,random forest,626,0,,
carbon storag,carbon storage,625,,1,
multipl trait,multiple traits,625,,1,
natur forest,natural forest,625,0,,
yield loss,yield losses,625,,1,
adsorpt experi,adsorption experiments,624,0,,
atlant forest,atlantic forest,624,0,,
simpl sequenc,simple sequence,624,0,,
network analysi,network analysis,623,0,,
higher concentr,higher concentrations,622,0,,
pine,pine,622,0,,
speci respond,species respond,621,0,,
abiot condit,abiotic conditions,620,,,1
high effici,highly efficient,619,0,,
morpho-physiolog trait,morpho-physiological traits,619,,1,
langmuir isotherm model,langmuir isotherm model,618,0,,
sea water,sea water,618,0,,
urban landscap,urban landscapes,618,,,1
canopi,canopy,617,0,,
ground water,ground water,617,0,,
host-parasit interact,host-parasite interactions,617,0,,
water scarciti,water scarcity,617,,,1
disturb regim,disturbance regimes,616,,,1
interspecif interact,interspecific interaction,616,0,,
irrig system,irrigation system,616,,,1
metal concentr,metal concentrations,616,,,1
plant communiti composit,plant community composition,616,0,,
psycholog,psychology,616,0,,
studi period,study period,616,0,,
time,time,616,0,,
agricultur ecosystem,agricultural ecosystem,615,,,1
arthropoda,arthropoda,614,0,,
coal,coal,614,,,1
forag behavior,foraging behavior,614,,1,
hordeum vulgar,hordeum vulgare,614,0,,
stress factor,stress factors,614,0,,
composit,composite,613,0,,
function ecolog,functional ecology,613,,1,
sulfat,sulfate,613,0,,
total chlorophyl,total chlorophyll,613,,1,
breast height,breast height,612,0,,
field survey,field surveys,612,0,,
formicida,formicidae,612,0,,
photosynthet activ,photosynthetic activity,612,,1,
abscis acid,abscisic acid,611,,1,
"adaptation, biolog","adaptation, biological",611,0,,
ecolog import,ecologically important,611,0,,
global environment,global environmental,611,0,,
integr approach,integrated approach,611,0,,
genom edit,genome editing,609,0,,
salt stress,salt stress,609,,,1
annual precipit,annual precipitation,608,,,1
brassica napus,brassica napus,608,0,,
reproduct biolog,reproductive biology,608,,1,
carbon sourc,carbon source,607,0,,
effici remov,efficient removal,607,0,,
toler index,tolerance index,607,,1,
trait divers,trait diversity,607,,1,
recycl,recycling,606,0,,
surfac temperatur,surface temperature,606,,,1
breast cancer,breast cancer,605,,1,
fourier-transform infrar,fourier-transform infrared,605,0,,
qtl,qtl,605,0,,
thermogravimetri,thermogravimetry,605,0,,
comput simul,computer simulation,604,0,,
crop plant,crop plant,604,0,,
free radic,free radicals,604,0,,
plant adapt,plant adaptation,604,0,,
antioxid enzym activ,antioxidant enzyme activities,603,,1,
anxieti,anxiety,603,,1,
biolog publish,biology published,603,0,,
water stress condit,water stress conditions,603,,,1
weather condit,weather conditions,603,,,1
addit genet,additive genetic,602,0,,
matern effect,maternal effects,602,0,,
photosynthet trait,photosynthetic traits,602,,1,
practic applic,practical application,602,0,,
air temperatur,air temperature,601,,,1
leaf morpholog,leaf morphology,601,,1,
extinct risk,extinction risk,600,0,,
pseudo-second-ord kinet model,pseudo-second-order kinetic model,600,0,,
revers addition-fragment chain transfer,reversible addition-fragmentation chain transfer,600,0,,
stand structur,stand structure,600,0,,
sub-saharan africa,sub-saharan africa,600,0,,
canopi temperatur,canopy temperature,599,,,1
infecti diseas,infectious diseases,599,,1,
agricultur system,agricultural systems,598,,,1
differenti express gene,differentially expressed genes,598,0,,
hordeum,hordeum,598,0,,
cell migrat,cell migration,597,0,,
chang environment condit,changing environmental conditions,597,,,1
combin abil,combining ability,597,0,,
shrub speci,shrub species,597,0,,
speci occur,species occurring,597,0,,
forest tree,forest trees,596,0,,
plant yield,plant yield,596,,1,
random block,randomized block,596,0,,
groundwat pollut,groundwater pollution,595,,,1
license biom,licensee biomed,595,0,,
license biom central,licensee biomed central,595,0,,
ongo climat,ongoing climate,595,,,1
enhanc drought,enhanced drought,594,,,1
forest stand,forest stands,594,0,,
function structur,functional structure,594,,1,
reduc water,reduced water,594,,,1
genotyp differ,genotypic differences,592,,1,
lepidoptera,lepidoptera,592,0,,
microbi communiti structur,microbial community structure,592,0,,
pacif ocean,pacific ocean,592,0,,
anthozoa,anthozoa,591,0,,
bovin,bovine,591,,,1
chemic industri,chemical industry,590,,,1
multipl regress,multiple regression,590,0,,
revers addition-fragment chain,reversible addition-fragmentation chain,590,0,,
arbuscular mycorrhiza,arbuscular mycorrhiza,589,0,,
experiment condit,experimental conditions,589,0,,
futur breed,future breeding,589,0,,
microbi function,microbial functional,588,,1,
natur singapor,nature singapore,588,0,,
plant breeder,plant breeders,588,0,,
soil carbon,soil carbon,588,,1,?
springer natur singapor,springer nature singapore,588,0,,
sulfur,sulfur,588,,,1
conserv effort,conservation efforts,587,0,,
drought suscept,drought susceptibility,587,,1,
"genes, plant","genes, plant",587,,1,
genet polymorph,genetic polymorphism,587,,1,
solar radiat,solar radiation,587,,,1
dri matter,dry matter,586,,1,
growth chamber,growth chamber,586,0,,
molecular level,molecular level,586,0,,
physic properti,physical properties,586,,1,
reusabl,reusability,586,0,,
analys show,analyses showed,585,0,,
chromium compound,chromium compounds,585,0,,
model show,model showed,584,0,,
phytologist trust,phytologist trust,584,0,,
empir evid,empirical evidence,583,0,,
ascorb peroxidas,ascorbate peroxidase,582,0,,
ecolog condit,ecological conditions,582,0,,
exclus licens,exclusive license,582,0,,
habitat prefer,habitat preferences,582,,1,
herbac speci,herbaceous species,582,0,,
winter,winter,582,,,1
associ analysi,association analysis,581,0,,
bacteri protein,bacterial protein,581,0,,
chemic oxygen demand,chemical oxygen demand,581,0,,
direct select,directional selection,581,0,,
greenhous condit,greenhouse conditions,581,0,,
grow condit,growing conditions,581,0,,
microplast pollut,microplastic pollution,581,,,1
grassland ecosystem,grassland ecosystems,580,0,,
plant defens,plant defense,580,,1,
bioinformat,bioinformatics,579,0,,
breed season,breeding season,579,,1,
electron transfer,electron transfer,579,0,,
find demonstr,findings demonstrate,578,0,,
mice,mice,578,0,,
random design,randomized design,578,0,,
soil nitrogen,soil nitrogen,578,,1,?
arid region,arid region,577,,,1
thermal stress,thermal stress,577,,1,
grain (agricultur product),grain (agricultural product),576,,1,
nutrient enrich,nutrient enrichment,576,,,1
nutrit valu,nutritional value,576,,1,
reveal signific,revealed significant,576,0,,
adapt mechan,adaptive mechanisms,575,0,,
fulvic acid,fulvic acid,575,,1,
raini season,rainy season,575,,,1
aerosol,aerosol,574,,,1
cyanobacterium,cyanobacterium,574,0,,
isotop,isotopes,574,0,,
light intens,light intensity,574,,,1
accur predict,accurately predict,573,0,,
conceptu framework,conceptual framework,573,0,,
greenhous gase,greenhouse gases,573,0,,
major constraint,major constraint,573,,,
metabol rate,metabolic rates,573,,1,
optim,optimization,573,0,,
sewag sludg,sewage sludge,573,,,1
yield reduct,yield reduction,573,,1,
above-ground biomass,above-ground biomass,572,,1,
nutrient limit,nutrient limitation,572,,,1
trait influenc,traits influence,572,,1,
water deficit condit,water deficit conditions,572,,1,
growth period,growth period,571,,1,
temper region,temperate regions,571,0,,
antiinfect agent,antiinfective agent,570,0,,
ecolog publish,ecology published,570,0,,
genotype-environ interact,genotype-environment interaction,570,0,,
phenotyp varianc,phenotypic variance,570,,1,
yield-rel trait,yield-related traits,570,,1,
cambridg univers,cambridge university,569,0,,
cambridg univers press,cambridge university press,569,0,,
dna fragment,dna fragmentation,569,,1,
salin toler,salinity tolerance,569,,1,
threaten speci,threatened species,569,0,,
local popul,local populations,568,0,,
total organ carbon,total organic carbon,568,,1,
annual plant,annual plant,567,0,,
canopi cover,canopy cover,567,,,1
germin percentag,germination percentage,567,,1,
relat humid,relative humidity,567,,,1
remain unknown,remains unknown,567,0,,
shoot biomass,shoot biomass,567,,1,
soil conserv,soil conservation,567,0,,
trait studi,traits studied,567,,1,
cyanobacteria,cyanobacteria,566,0,,
ecophysiolog trait,ecophysiological traits,566,,1,
hydroxyl radic,hydroxyl radical,566,0,,
lower temperatur,lower temperatures,566,,,1
phenolog trait,phenological traits,566,,1,
surfac modif,surface modification,566,,,1
complet random design,completely randomized design,565,0,,
geolog sediment,geologic sediments,565,0,,
long-term effect,long-term effects,565,0,,
plant extract,plant extract,565,0,,
recruit (popul dynamics),recruitment (population dynamics),565,,1,
affect speci,affect species,564,0,,
high correl,highly correlated,564,0,,
cation exchang,cation exchange,563,0,,
gene map,gene mapping,563,0,,
general linear model,generalized linear models,563,0,,
linkag disequilibrium,linkage disequilibrium,563,0,,
biomass yield,biomass yield,562,,1,
embryophyta,embryophyta,562,0,,
fli,fly,562,0,,
low temperatur,low temperature,562,,,1
metastasi,metastasis,562,0,,
sexual reproduct,sexual reproduction,562,,1,
stress level,stress levels,562,,,1
ecosystem manag,ecosystem management,561,0,,
influenc plant,influence plant,561,0,,
toler mechan,tolerance mechanisms,561,0,,
pitfal trap,pitfall traps,560,0,,
signific alter,significantly altered,560,0,,
speci extinct,species extinction,560,0,,
landscap structur,landscape structure,559,,,1
mechanist understand,mechanistic understanding,559,0,,
molecular evolut,molecular evolution,559,0,,
water sourc,water sources,559,,,1
bivalv,bivalve,558,0,,
individu trait,individual traits,558,,1,
"models, theoret","models, theoretical",558,0,,
sampl site,sampling sites,557,0,,
studi report,study reports,557,0,,
aquat system,aquatic systems,556,0,,
high sensit,highly sensitive,556,0,,
isotop composit,isotope composition,555,0,,
chang biolog,change biology,554,0,,
genom analysi,genome analysis,554,0,,
habitat select,habitat selection,554,0,,
mollusc,molluscs,554,0,,
natur variat,natural variation,554,0,,
provid import,provide important,554,0,,
northern china,northern china,553,0,,
seedl emerg,seedling emergence,553,,1,
increas import,increasingly important,552,0,,
metabolom,metabolomics,552,0,,
methan,methane,552,,,1
global chang biolog,global change biology,551,,,1
genet drift,genetic drift,550,,1,
introgress,introgression,550,0,,
spectroscopi,spectroscopy,550,0,,
surfac complex,surface complexation,550,0,,
tropic environ,tropical environment,550,0,,
adapt manag,adaptive management,549,0,,
bacteri growth,bacterial growth,549,,1,
silicon,silicon,549,0,,
extrem weather,extreme weather,548,,,1
import driver,important driver,548,0,,
microalga,microalga,548,0,,
temperatur rang,temperature range,548,,,1
wast treatment,waste treatment,548,,,1
evid suggest,evidence suggests,547,0,,
gene locus,gene locus,547,,1,
herbac plant,herbaceous plants,547,0,,
metagenom,metagenomics,547,0,,
pollut toler,pollution tolerance,547,,1,
promot region,promoter region,547,0,,
agricultur manag,agricultural management,546,,,1
densiti function theori,density functional theory,546,0,,
ecosystem structur,ecosystem structure,546,,1,
summer,summer,546,0,,
adapt evolut,adaptive evolution,545,0,,
assembl rule,assembly rule,545,0,,
forest cover,forest cover,545,,,1
import sourc,important source,545,0,,
membran stabil,membrane stability,545,,1,
plant ecolog,plant ecology,545,0,,
shoot growth,shoot growth,545,,1,
cell,cells,544,,1,
deforest,deforestation,544,,,1
environment remedi,environmental remediation,544,,,1
genet gain,genetic gains,544,,1,
signific genet,significant genetic,544,0,,
speci belong,species belonging,543,0,,
linear mix model,linear mixed models,542,0,,
toxic metal,toxic metals,542,,,1
adapt potenti,adaptive potential,541,0,,
addit effect,additive effects,541,0,,
belowground biomass,belowground biomass,541,,1,
negat charg,negatively charged,540,0,,
flower stage,flowering stage,539,,1,
freundlich model,freundlich model,539,0,,
rainf condit,rainfed conditions,539,0,,
drought toler trait,drought tolerance traits,537,,1,
endophyt,endophyte,537,0,,
flame retard,flame retardant,537,,,1
gas chromatographi,gas chromatography,537,0,,
urban green,urban green,537,,,1
nematod,nematode,536,0,,
temperatur regim,temperature regimes,536,,,1
tempor scale,temporal scales,536,0,,
trait affect,traits affect,536,,1,
chitosan,chitosan,535,0,,
glucos,glucose,535,0,,
drought sensit,drought sensitive,534,,1,
larval develop,larval development,534,,1,
phylogenet tree,phylogenetic tree,534,0,,
rise temperatur,rising temperatures,534,,,1
solubl protein,soluble protein,534,,?,
feed,feeding,533,,1,
life cycl stage,life cycle stages,533,,1,
polycycl aromat,polycyclic aromatic,533,0,,
invertebr communiti,invertebrate communities,532,0,,
mechan,mechanism,532,0,,
nuclear magnet,nuclear magnetic,532,0,,
factor analysi,factor analysis,531,0,,
iberian peninsula,iberian peninsula,531,0,,
mental health,mental health,531,,1,
phylogenet signal,phylogenetic signal,531,0,,
silica,silica,531,0,,
total solubl,total soluble,531,0,,
breed approach,breeding approaches,530,0,,
effect remov,effective removal,530,0,,
juvenil,juvenile,530,0,,
pollut water,polluted water,530,,,1
potabl water,potable water,530,,,1
snail,snail,530,0,,
magnesium,magnesium,529,0,,
migrat,migration,529,0,,
anti-bacteri agent,anti-bacterial agents,528,0,,
ecolog relev,ecologically relevant,528,0,,
medicin plant,medicinal plant,528,0,,
neoplasm,neoplasms,528,0,,
show signific differ,showed significant differences,528,0,,
water environ,water environment,528,,,1
algal bloom,algal bloom,527,,1,
ecolog strategi,ecological strategies,527,0,,
food secur,food security,527,,1,
regulatori mechan,regulatory mechanism,527,0,,
alcohol,alcohol,526,0,,
anthropogen pressur,anthropogenic pressures,526,0,,
iran,iran,526,0,,
wheat yield,wheat yield,526,,1,
matur,maturation,525,0,,
predator-prey interact,predator-prey interaction,525,0,,
graphit,graphite,524,0,,
rat,rat,524,0,,
rodent,rodent,524,0,,
select base,selection based,524,0,,
nuclear magnet reson spectroscopi,nuclear magnetic resonance spectroscopy,523,0,,
aquacultur,aquaculture,522,0,,
mix forest,mixed forest,522,0,,
host-pathogen interact,host-pathogen interactions,521,0,,
leaf area index,leaf area index,521,,1,
sorghum bicolor,sorghum bicolor,521,0,,
trace metal,trace metal,521,,,1
communiti function,community functional,520,,1,
forest communiti,forest communities,520,0,,
ftir,ftir,520,0,,
speci group,species groups,520,0,,
isotop discrimin,isotope discrimination,519,0,,
humid,humidity,518,,,1
increas product,increased productivity,518,,1,
industri wastewat,industrial wastewater,518,,,1
phaseolus vulgari,phaseolus vulgaris,518,0,,
strong posit,strong positive,518,0,,
western europ,western europe,518,0,,
analysi of varianc,analysis of variance,517,0,,
editori offic,editorial office,517,0,,
factori experi,factorial experiment,517,0,,
inocul,inoculation,517,0,,
speci increas,species increased,517,0,,
ecolog communiti,ecological communities,516,0,,
optim condit,optimal conditions,516,0,,
polymorph,polymorphism,516,,1,
transcriptom analysi,transcriptome analysis,516,0,,
cadmium compound,cadmium compounds,515,0,,
ecolog consequ,ecological consequences,515,0,,
inhibitori effect,inhibitory effect,515,0,,
meta analysi,meta analysis,515,0,,
systemat review,systematic review,513,0,,
cation,cation,512,0,,
find reveal,findings reveal,512,0,,
obtain result,obtained results,512,0,,
"sequenc analysis, dna","sequence analysis, dna",512,0,,
success invad,successful invaders,512,0,,
dairi cattl,dairy cattle,511,,,1
forest structur,forest structure,511,0,,
function genom,functional genomics,511,,1,
growth condit,growth conditions,511,,1,
histori strategi,history strategies,511,,1,
livestock,livestock,511,,,1
model base,model based,511,0,,
natur occur,naturally occurring,511,0,,
plant morpholog,plant morphology,511,,1,
popul model,population modeling,511,0,,
close relat speci,closely related species,510,0,,
laboratori condit,laboratory conditions,510,0,,
long-term chang,long-term change,510,0,,
energi metabol,energy metabolism,509,,1,
improv program,improvement programs,509,0,,
posit associ,positive association,509,0,,
forest canopi,forest canopy,508,0,,
genet studi,genetic studies,508,0,,
temperatur gradient,temperature gradient,508,,,1
total phosphorus,total phosphorus,508,,,1
aluminum,aluminum,507,,,1
blackwel verlag,blackwell verlag,507,0,,
forest type,forest types,507,0,,
gene identif,gene identification,507,0,,
"models, genet","models, genetic",507,0,,
sugar,sugar,507,0,,
environment impact assess,environmental impact assessment,506,0,,
neural network,neural network,506,0,,
watersh,watershed,506,0,,
genet transform,genetic transformation,505,0,,
root length,root length,505,,1,
small number,small number,505,0,,
improv water,improved water,504,0,,
local environment,local environmental,504,0,,
messeng rna,messenger rna,504,0,,
pinus,pinus,504,0,,
virul,virulence,504,,1,
compost,composting,503,0,,
genet mechan,genetic mechanisms,503,0,,
plant transpir,plant transpiration,503,,1,
predict futur,predict future,503,0,,
virul trait,virulence traits,503,,1,
carbon materi,carbon materials,502,,1,
major factor,major factor,502,0,,
plant hydraul,plant hydraulic,502,,1,
seed product,seed production,502,,1,
gene encod,genes encoding,501,0,,
pig,pig,501,0,,
pseudo-second-ord model,pseudo-second-order model,501,0,,
spatial heterogen,spatial heterogeneity,501,0,,
urban habitat,urban habitats,501,,,1
kernel weight,kernel weight,500,0,,
normal differ,normalized difference,500,0,,
sodium,sodium,500,,1,
spatial explicit,spatially explicit,500,0,,
stomat closur,stomatal closure,500,0,,
catchment,catchments,499,0,,
highest valu,highest values,499,0,,
oxid process,oxidation process,499,,1,
photoperiod,photoperiod,499,,1,
tetracyclin,tetracycline,499,0,,
tumor cell line,tumor cell line,499,0,,
veterinari medicin,veterinary medicine,499,0,,
barley,barley,498,0,,
freundlich isotherm,freundlich isotherm,498,0,,
lichen,lichen,498,0,,
lower level,lower levels,498,0,,
mountain region,mountain region,498,0,,
studi assess,study assessed,498,0,,
bioassay,bioassay,497,0,,
fitness-rel trait,fitness-related traits,497,,1,
linear relationship,linear relationship,497,0,,
morphometri,morphometry,497,,1,
negat influenc,negative influence,497,0,,
photodegrad,photodegradation,497,,,1
pinus sylvestri,pinus sylvestris,497,0,,
woodland,woodland,497,0,,
adsorpt properti,adsorption properties,496,,1,
combust,combustion,496,,1,
perform trait,performance traits,496,,1,
recent research,recent research,496,0,,
signific negat correl,significant negative correlation,496,0,,
water absorpt,water absorption,496,,1,
x-ray spectroscopi,x-ray spectroscopy,496,0,,
current climat,current climate,495,,,1
hydrogel,hydrogels,495,0,,
mine,mining,495,,,1
sex differ,sex difference,495,0,,
thermoregul,thermoregulation,495,,1,
factor determin,factors determining,494,0,,
sexual dimorph,sexual dimorphism,494,0,,
alpin meadow,alpine meadow,493,0,,
anura,anura,493,0,,
benthic communiti,benthic communities,493,0,,
coastal ecosystem,coastal ecosystems,493,0,,
extracellular polymer,extracellular polymeric,493,0,,
metal-organ framework,metal-organic frameworks,493,0,,
theoret studi,theoretical study,493,0,,
benthic macroinvertebr,benthic macroinvertebrates,492,0,,
gastropoda,gastropoda,492,0,,
habitat conserv,habitat conservation,492,0,,
high-throughput sequenc,high-throughput sequencing,492,0,,
higher water,higher water,492,0,,
paddi field,paddy field,492,0,,
respons trait,response traits,492,,1,
analysi suggest,analysis suggested,491,0,,
copper compound,copper compounds,491,0,,
drought period,drought periods,491,,,1
higher number,higher number,491,0,,
lead compound,lead compounds,491,0,,
morpholog charact,morphological characters,491,0,,
plant stoma,plant stoma,491,0,,
genet modifi,genetically modified,490,0,,
invas alien speci,invasive alien species,490,,,1
mexico [north america],mexico [north america],490,0,,
nativ forest,native forest,490,0,,
previous research,previous research,490,0,,
yield increas,yield increase,490,,1,
geograph origin,geographic origin,489,0,,
rapid growth,rapid growth,489,,1,
dri weight,dry weight,488,,1,
environment sustain,environmental sustainability,488,0,,
food qualiti,food quality,488,,1,
forest soil,forest soil,488,0,,
insecta,insecta,488,0,,
molecul,molecules,488,0,,
morpholog variat,morphological variation,488,,1,
weed control,weed control,488,,,1
crude protein,crude protein,487,,1,
model speci,model species,487,0,,
rang size,range size,487,,1,
studi explor,study explored,487,0,,
epitheli mesenchym transit,epithelial mesenchymal transition,486,0,,
seedl surviv,seedling survival,486,,1,
wast manag,waste management,486,,,1
annual grass,annual grass,485,0,,
indirect select,indirect selection,485,0,,
irrig water,irrigation water,485,,,1
volatil organ,volatile organic,485,,1,
acidif,acidification,484,,,1
activ energi,activation energy,484,0,,
breed method,breeding methods,484,0,,
factor includ,factors including,484,0,,
intern societi,international society,484,0,,
malonaldehyd,malonaldehyde,484,0,,
marin speci,marine species,484,0,,
paper present,paper presents,484,0,,
popul show,populations showed,484,0,,
reduct,reduction,484,0,,
specif function,specific functional,484,0,,
agricultur intensif,agricultural intensification,483,,,1
biodivers hotspot,biodiversity hotspot,483,0,,
edg effect,edge effect,483,,,1
energi dispers,energy dispersive,483,0,,
plastic pollut,plastic pollution,483,,,1
content increas,content increased,482,0,,
ester,esters,482,0,,
leaf litter,leaf litter,482,,1,
posit affect,positively affected,482,0,,
progeni,progeny,482,0,,
show lower,showed lower,482,0,,
ethylen,ethylene,481,0,,
natur organ matter,natural organic matter,481,0,,
nutrit,nutrition,481,,1,
pregnanc,pregnancy,481,,1,
arachi hypogaea,arachis hypogaea,480,0,,
cell membran,cell membrane,480,0,,
connect,connectivity,480,0,,
marker-assist breed,marker-assisted breeding,480,0,,
plant chromosom,plant chromosome,480,0,,
reproduct behavior,reproductive behavior,480,,1,
water balanc,water balance,480,,1,
common speci,common species,479,0,,
competit advantag,competitive advantage,479,0,,
discrimin analysi,discriminant analysis,479,0,,
environment degrad,environmental degradation,479,,,1
pollen,pollen,479,,1,
altitudin gradient,altitudinal gradient,478,0,,
clinic articl,clinical article,478,0,,
grain number,grain number,478,,1,
indic speci,indicator species,478,0,,
innat immun,innate immunity,478,,1,
journal compil,journal compilation,478,0,,
nutrient dynam,nutrient dynamics,478,,1,
empir studi,empirical studies,477,0,,
fine root,fine root,477,,1,
lesser extent,lesser extent,477,0,,
lycopersicon esculentum,lycopersicon esculentum,477,0,,
root trait,root traits,477,,1,
bacteri virul,bacterial virulence,476,0,,
chain reaction,chain reaction,476,0,,
chang biolog publish,change biology published,476,0,,
environment restor and remedi,environmental restoration and remediation,476,0,,
global chang biolog publish,global change biology published,476,0,,
grassland speci,grassland species,476,0,,
suitabl habitat,suitable habitat,476,0,,
western blot,western blotting,476,0,,
breed line,breeding lines,475,0,,
increas grain,increased grain,475,,1,
irrig treatment,irrigation treatments,475,,,1
diffus,diffusion,474,0,,
carbon isotop discrimin,carbon isotope discrimination,473,0,,
electron,electron,473,0,,
rapid chang,rapidly changing,473,0,,
speci turnov,species turnover,473,0,,
weather,weather,473,,,1
flavonoid,flavonoid,472,0,,
genet materi,genetic material,472,0,,
global biodivers,global biodiversity,472,0,,
group composit,group composition,472,0,,
landform,landforms,472,0,,
passerin,passerine,472,0,,
riparian veget,riparian vegetation,472,0,,
environment issu,environmental issues,471,,,1
foliar applic,foliar application,471,0,,
green space,green spaces,471,,,1
strong depend,strongly dependent,471,0,,
trait variabl,trait variability,471,,1,
genet associ studi,genetic association studies,470,,,
plant show,plants showed,470,0,,
speci identif,species identification,470,0,,
correspond analysi,correspondence analysis,469,0,,
environment contamin,environmental contamination,469,,,1
environment heterogen,environmental heterogeneity,469,0,,
forest dynam,forest dynamics,469,0,,
grassland communiti,grassland communities,469,0,,
major abiot,major abiotic,469,0,,
moder drought,moderate drought,469,,,1
phytomass,phytomass,469,,1,
actinobacteria,actinobacteria,468,0,,
agricultur robot,agricultural robots,467,0,,
current research,current research,467,0,,
domest,domestication,467,,,1
growth regul,growth regulator,467,0,,
major driver,major driver,467,0,,
mesocosm,mesocosm,467,0,,
metal oxid,metal oxide,467,,,1
metal remov,metal removal,467,,,1
organ function group,organic functional groups,467,,1,
posit impact,positive impact,467,0,,
adsorpt effici,adsorption efficiency,466,,1,
denitrif,denitrification,466,,1,
hierarch cluster,hierarchical clustering,466,0,,
high-throughput phenotyp,high-throughput phenotyping,466,0,,
microclim,microclimate,466,0,,
microsatellit repeat,microsatellite repeats,466,0,,
phylogenet relationship,phylogenetic relationships,466,0,,
abund function,abundant functional,465,,1,
econom and social effect,economic and social effects,465,0,,
"rna, ribosomal, 16s","rna, ribosomal, 16s",465,0,,
activ sludg,activated sludge,464,0,,
fit trait,fitness traits,464,,1,
forest patch,forest patches,464,,,1
immun system,immune system,464,,1,
major environment,major environmental,464,0,,
phenotyp respons,phenotypic responses,464,,1,
posit influenc,positively influenced,464,0,,
starch,starch,464,0,,
climat event,climatic events,463,,,1
ecosystem engin,ecosystem engineers,463,0,,
potenti candid,potential candidate,463,0,,
solanum tuberosum,solanum tuberosum,463,0,,
strong effect,strong effects,463,0,,
result impli,results imply,462,0,,
soil chemistri,soil chemistry,462,,,1
stoichiometri,stoichiometry,462,,1,
veget stage,vegetative stage,462,,1,
electrolyt,electrolytes,461,0,,
import find,important findings,461,0,,
analysi identifi,analysis identified,460,0,,
earli flower,early flowering,460,0,,
ecotox,ecotoxicity,460,,,1
farm practic,farming practices,460,,,1
product worldwid,production worldwide,460,0,,
simul model,simulation model,460,0,,
total organ,total organic,460,,1,
blood,blood,459,,1,
cattl breed,cattle breeds,459,,,1
invas ecolog,invasion ecology,459,,,1
sexual select,sexual selection,459,0,,
substrat,substrates,459,0,,
anxieti inventori,anxiety inventory,458,0,,
atmospher deposit,atmospheric deposition,458,0,,
biolog activ,biological activity,458,0,,
complex interact,complex interactions,458,0,,
dairi farm,dairy farming,458,,,1
densiti function,density functional,458,,0,
random select,randomly selected,458,0,,
